target_id	length	eff_length	est_counts	tpm
ENSMUST00000151258.7	525	346	1	13.0519
ENSMUST00000137899.1	273	94.0001	1	48.0419
ENSMUST00000033054.9	555	376	1	12.0105
ENSMUST00000088786.10	552	373	1	12.1071
ENSMUST00000148633.3	597	418	1	10.8037
ENSMUST00000105730.1	235	56.1701	1	80.3978
ENSMUST00000091878.5	1902	1723	1	2.62098
ENSMUST00000054146.4	414	235	1	19.2168
ENSMUST00000148070.7	315	136	1	33.2055
ENSMUST00000144164.8	315	136	1	33.2055
ENSMUST00000141703.1	180	16.6423	0	0
ENSMUST00000102748.10	2082	1903	1	2.37307
ENSMUST00000102747.7	2082	1903	1	2.37307
ENSMUST00000142485.1	486	307	1	14.7099
ENSMUST00000067542.14	2082	1903	1	2.37307
ENSMUST00000117377.7	1302	1123	1	4.02133
ENSMUST00000118003.7	1311	1132	1	3.98935
ENSMUST00000119068.7	1311	1132	1	3.98935
ENSMUST00000093480.5	1311	1132	1	3.98935
ENSMUST00000027331.2	681	502	1	8.99591
ENSMUST00000057500.5	342	163	1	27.7052
ENSMUST00000071301.4	273	94.0001	1	48.0419
ENSMUST00000238137.1	999	820	2	11.0145
ENSMUST00000026172.2	987	808	0	0
ENSMUST00000221167.1	1749	1570	1	2.8764
ENSMUST00000101055.4	1749	1570	1	2.8764
ENSMUST00000017153.3	597	418	1	10.8037
ENSMUST00000046611.8	1824	1645	1	2.74526
ENSMUST00000190704.2	1230	1051	1	4.29681
ENSMUST00000098084.10	1803	1624	2	5.56151
ENSMUST00000167935.9	1728	1549	0	0
ENSMUST00000130583.1	447	268	1	16.8506
ENSMUST00000084647.12	1743	1564	1	2.88744
ENSMUST00000129766.8	651	472	1	9.56769
ENSMUST00000208019.1	252	73.0112	1	61.8529
ENSMUST00000123638.1	492	313	1	14.428
ENSMUST00000207977.1	261	82.002	1	55.0712
ENSMUST00000035608.9	972	793	1	5.69477
ENSMUST00000068407.5	675	496	1	9.10474
ENSMUST00000109793.2	675	496	1	9.10474
ENSMUST00000094799.2	912	733	1	6.16091
ENSMUST00000234449.1	1152	973	1	4.64126
ENSMUST00000025002.2	1344	1165	1	3.87635
ENSMUST00000235033.1	1329	1150	1	3.92691
ENSMUST00000212883.1	262	83.0016	0	0
ENSMUST00000093049.9	1452	1273	1.17004	4.15069
ENSMUST00000065534.9	1347	1168	0	0
ENSMUST00000001522.9	1383	1204	3.70026	13.8789
ENSMUST00000124741.7	291	112	1.46575	59.1006
ENSMUST00000108832.7	1419	1240	2.33354	8.49849
ENSMUST00000132063.7	299	120	0.774174	29.1344
ENSMUST00000128424.7	654	475	0.178111	1.69335
ENSMUST00000108830.1	1347	1168	0	0
ENSMUST00000212391.1	364	185	1.37813	33.6409
ENSMUST00000212827.1	262	83.0016	0	0
ENSMUST00000053441.4	2292	2113	1	2.13722
ENSMUST00000034984.7	2544	2365	1	1.90949
ENSMUST00000128346.7	162	11.5236	0	0
ENSMUST00000176210.1	87	4.51079	0	0
ENSMUST00000177236.7	693	514	1.94873	17.1213
ENSMUST00000175981.7	402	223	3.94208e-05	0.000798307
ENSMUST00000177462.7	543	364	1.48185	18.3845
ENSMUST00000175648.1	180	16.6423	0	0
ENSMUST00000106682.9	693	514	1.94873	17.1213
ENSMUST00000176746.7	63	3.78007	0	0
ENSMUST00000176716.2	264	85.0011	1.62065	86.102
ENSMUST00000177520.1	227	48.4794	0	0
ENSMUST00000222310.1	1263	1084	1	4.166
ENSMUST00000136175.2	1302	1123	1	4.02133
ENSMUST00000060455.14	1071	892	2	10.1254
ENSMUST00000099489.8	930	751	0	0
ENSMUST00000099488.10	1128	949	1	4.75864
ENSMUST00000171260.2	1149	970	1	4.65562
ENSMUST00000023179.6	2058	1879	1	2.40338
ENSMUST00000230106.1	2058	1879	1	2.40338
ENSMUST00000229831.1	310	131	1	34.4729
ENSMUST00000229990.1	396	217	1	20.8108
ENSMUST00000203906.2	960	781	1	5.78227
ENSMUST00000082244.2	960	781	1	5.78227
ENSMUST00000071972.10	3750	3571	1	1.26462
ENSMUST00000081921.6	3750	3571	1	1.26462
ENSMUST00000086639.5	4866	4687	1	0.963505
ENSMUST00000076623.7	5112	4933	1.04226	0.954141
ENSMUST00000159470.2	379	200	0.957744	21.6256
ENSMUST00000081703.7	792	613	1	7.36696
ENSMUST00000108488.6	792	613	1	7.36696
ENSMUST00000073600.8	1386	1207	1	3.74147
ENSMUST00000030811.1	1386	1207	1	3.74147
ENSMUST00000026973.13	1146	967	3.63338	16.9681
ENSMUST00000110890.7	1146	967	3.63338	16.9681
ENSMUST00000110889.7	774	595	0	0
ENSMUST00000148002.7	753	574	0.00459181	0.0361261
ENSMUST00000129851.7	704	525	0	0
ENSMUST00000141985.1	135	7.48819	0	0
ENSMUST00000147505.7	348	169	1.72864	46.1921
ENSMUST00000155833.7	321	142	0	0
ENSMUST00000134762.1	255	76.0064	0	0
ENSMUST00000109958.2	1227	1048	1	4.30911
ENSMUST00000006286.8	1407	1228	1	3.67748
ENSMUST00000150857.7	120	6.21	0	0
ENSMUST00000139856.1	339	160	1	28.2247
ENSMUST00000087357.4	1401	1222	1	3.69554
ENSMUST00000230214.1	261	82.002	1	55.0712
ENSMUST00000235971.1	144	8.51793	0	0
ENSMUST00000236813.1	3789	3610	1	1.25096
ENSMUST00000053440.7	3414	3235	1	1.39597
ENSMUST00000161475.1	1074	895	1	5.04575
ENSMUST00000167916.1	1074	895	1	5.04575
ENSMUST00000159524.1	1074	895	1	5.04575
ENSMUST00000060820.7	1002	823	1	5.48718
ENSMUST00000045174.6	366	187	1.66667	40.2491
ENSMUST00000233210.1	366	187	1.66667	40.2491
ENSMUST00000233886.1	366	187	1.66667	40.2491
ENSMUST00000233221.1	39	3.27105	0	0
ENSMUST00000233662.1	83	4.36807	0	0
ENSMUST00000103233.9	1035	856	1	5.27564
ENSMUST00000061283.14	1329	1150	1	3.92691
ENSMUST00000177825.7	507	328	1	13.7681
ENSMUST00000178893.7	240	61.0822	1	73.9323
ENSMUST00000179855.1	78	4.20281	0	0
ENSMUST00000139840.8	882	703	1	6.42383
ENSMUST00000053862.11	882	703	1	6.42383
ENSMUST00000172747.7	882	703	1	6.42383
ENSMUST00000105801.8	1053	874	1	5.16699
ENSMUST00000141007.1	168	12.9312	0	0
ENSMUST00000106312.3	1776	1597	1	2.82777
ENSMUST00000056232.6	1776	1597	1	2.82777
ENSMUST00000026221.6	1077	898	1	5.0289
ENSMUST00000237039.1	648	469	1	9.62889
ENSMUST00000102649.3	1404	1225	1	3.68649
ENSMUST00000102824.3	1392	1213	1	3.72296
ENSMUST00000042373.11	1920	1741	1	2.59388
ENSMUST00000136614.1	1275	1096	1	4.12039
ENSMUST00000046864.13	2544	2365	1	1.90949
ENSMUST00000106576.2	864	685	1	6.59263
ENSMUST00000218142.1	147	8.91948	0	0
ENSMUST00000218107.1	399	220	1	20.527
ENSMUST00000220070.1	399	220	1	20.527
ENSMUST00000218221.1	447	268	1	16.8506
ENSMUST00000073926.7	414	235	1	19.2168
ENSMUST00000106314.7	1101	922	3.40221	16.664
ENSMUST00000106313.7	1017	838	0	0
ENSMUST00000152267.7	986	807	1.25228	7.00771
ENSMUST00000142356.2	559	380	0.345508	4.10605
ENSMUST00000133913.7	436	257	0	0
ENSMUST00000086738.9	3879	3700	1	1.22053
ENSMUST00000188735.1	2766	2587	1	1.74563
ENSMUST00000054930.6	1449	1270	1	3.55587
ENSMUST00000232902.1	1359	1180	1	3.82708
ENSMUST00000233502.1	375	196	1	23.0406
ENSMUST00000233641.1	291	112	1	40.321
ENSMUST00000222609.1	1413	1234	1	3.6596
ENSMUST00000036456.7	1941	1762	1	2.56297
ENSMUST00000223028.1	426	247	1	18.2832
ENSMUST00000221122.1	888	709	1	6.36946
ENSMUST00000220483.1	156	10.3458	0	0
ENSMUST00000009522.3	1461	1282	1	3.52258
ENSMUST00000085222.11	4869	4690	2.46605	2.37453
ENSMUST00000205348.1	1386	1207	2.00947	7.51835
ENSMUST00000206277.1	4887	4708	1.23193	1.18167
ENSMUST00000206314.1	2217	2038	1.76962	3.92126
ENSMUST00000206263.1	4521	4342	0	0
ENSMUST00000206107.1	86	4.47418	0	0
ENSMUST00000205731.1	1332	1153	2.71997	10.6533
ENSMUST00000206706.1	1281	1102	0	0
ENSMUST00000205690.1	59	3.6828	0	0
ENSMUST00000206049.1	63	3.78007	0	0
ENSMUST00000205684.1	124	6.5079	0	0
ENSMUST00000205994.1	286	107	1	42.2051
ENSMUST00000206848.1	459	280	0.536379	8.65093
ENSMUST00000177102.7	1629	1450	1.26659	3.94473
ENSMUST00000114763.2	921	742	1	6.08618
ENSMUST00000206763.2	2544	2365	1	1.90949
ENSMUST00000176129.1	846	667	1	6.77054
ENSMUST00000175941.7	3909	3730	1.09128	1.32123
ENSMUST00000056338.12	3909	3730	1.09128	1.32123
ENSMUST00000176114.7	3909	3730	1.09128	1.32123
ENSMUST00000176205.7	3909	3730	1.09128	1.32123
ENSMUST00000176680.7	491	312	1.63487	23.6635
ENSMUST00000176534.7	361	182	0	0
ENSMUST00000142414.7	550	371	0.520052	6.33026
ENSMUST00000037480.8	1323	1144	1.47995	5.84211
ENSMUST00000020504.5	381	202	1	22.3562
ENSMUST00000117710.1	360	181	1	24.95
ENSMUST00000170374.7	2301	2122	0	0
ENSMUST00000213373.1	2328	2149	3.63211	7.63259
ENSMUST00000005829.12	2301	2122	0	0
ENSMUST00000143786.1	411	232	0.366197	7.12814
ENSMUST00000147587.1	333	154	0	0
ENSMUST00000148292.1	553	374	2.00169	24.1699
ENSMUST00000118602.7	516	337	1	13.4004
ENSMUST00000118966.7	504	325	1	13.8952
ENSMUST00000055390.5	645	466	1	9.69088
ENSMUST00000172981.1	291	112	1	40.321
ENSMUST00000017864.2	717	538	1	8.39396
ENSMUST00000159517.1	1086	907	0	0
ENSMUST00000098878.3	1098	919	2	9.82796
ENSMUST00000152594.7	3594	3415	2.24597	2.97004
ENSMUST00000126066.7	2772	2593	0	0
ENSMUST00000140121.7	1632	1453	0	0
ENSMUST00000128269.7	553	374	0.508057	6.13465
ENSMUST00000093798.8	3594	3415	2.24597	2.97004
ENSMUST00000117882.1	1410	1231	1	3.66852
ENSMUST00000017126.5	2919	2740	1	1.64816
ENSMUST00000049822.9	693	514	1	8.78589
ENSMUST00000109350.8	477	298	1.2	18.185
ENSMUST00000149287.7	477	298	1.2	18.185
ENSMUST00000069385.14	477	298	1.2	18.185
ENSMUST00000143690.7	358	179	0	0
ENSMUST00000109349.8	477	298	1.2	18.185
ENSMUST00000017878.2	477	298	1.2	18.185
ENSMUST00000062802.4	267	88.0006	1	51.3173
ENSMUST00000025076.9	447	268	1.82313	30.7207
ENSMUST00000120837.1	300	121	0.176871	6.60115
ENSMUST00000109957.2	1263	1084	1	4.166
ENSMUST00000039088.8	1056	877	2	10.2986
ENSMUST00000155694.1	50	3.48345	0	0
ENSMUST00000036584.12	1647	1468	1	3.07626
ENSMUST00000112460.2	1122	943	1	4.78892
ENSMUST00000238065.1	756	577	1	7.8266
ENSMUST00000020329.12	3633	3454	1	1.30745
ENSMUST00000102884.9	1968	1789	1	2.52429
ENSMUST00000125984.1	411	232	1	19.4653
ENSMUST00000096057.4	600	421	1	10.7267
ENSMUST00000124549.8	789	610	2	14.8064
ENSMUST00000177527.1	603	424	0	0
ENSMUST00000110813.4	999	820	1	5.50725
ENSMUST00000211242.1	405	226	1	19.9821
ENSMUST00000207873.1	1506	1327	1	3.40313
ENSMUST00000207072.1	1506	1327	1	3.40313
ENSMUST00000077787.7	1506	1327	1	3.40313
ENSMUST00000111356.7	1338	1159	1	3.89642
ENSMUST00000002177.8	1338	1159	1	3.89642
ENSMUST00000111355.7	1158	979	1	4.61282
ENSMUST00000111354.1	1338	1159	1	3.89642
ENSMUST00000039044.1	1158	979	1	4.61282
ENSMUST00000238212.1	12075	11896	0	0
ENSMUST00000185879.1	75	4.11003	0	0
ENSMUST00000069293.9	12207	12028	2	0.750906
ENSMUST00000056919.8	1053	874	1	5.16699
ENSMUST00000212214.1	1053	874	1	5.16699
ENSMUST00000212750.1	366	187	1	24.1495
ENSMUST00000212616.1	708	529	1	8.53677
ENSMUST00000212952.1	714	535	1	8.44103
ENSMUST00000212441.1	162	11.5236	0	0
ENSMUST00000137963.7	2745	2566	0	0
ENSMUST00000023271.7	2952	2773	2	3.25709
ENSMUST00000176767.1	1156	977	1	4.62226
ENSMUST00000170323.2	954	775	1	5.82703
ENSMUST00000230362.1	1074	895	1	5.04575
ENSMUST00000229321.1	837	658	1	6.86314
ENSMUST00000040312.6	1065	886	1	5.09701
ENSMUST00000115660.11	1173	994	1.31656	5.98139
ENSMUST00000115663.9	1182	1003	1.31283	5.91093
ENSMUST00000096514.10	729	550	1	8.21082
ENSMUST00000155967.2	1173	994	1.31656	5.98139
ENSMUST00000208640.1	345	166	1	27.2045
ENSMUST00000207114.1	574	395	1	11.4328
ENSMUST00000208633.1	418	239	0.0540603	1.02148
ENSMUST00000208397.1	990	811	1	5.56837
ENSMUST00000153620.2	672	493	1	9.16014
ENSMUST00000123277.7	504	325	1	13.8952
ENSMUST00000208718.1	431	252	1	17.9204
ENSMUST00000108430.9	438	259	1.3148	22.925
ENSMUST00000129847.7	219	41.1625	1	109.71
ENSMUST00000108428.7	639	460	1.15581	11.3469
ENSMUST00000153451.8	400	221	0	0
ENSMUST00000108429.7	438	259	1.3148	22.925
ENSMUST00000156372.7	413	234	1	19.2989
ENSMUST00000124035.1	530	351	1.21458	15.6268
ENSMUST00000064265.12	1515	1336	1	3.3802
ENSMUST00000044682.6	1341	1162	1	3.88636
ENSMUST00000049138.7	618	439	1	10.2869
ENSMUST00000224373.1	738	559	0	0
ENSMUST00000022293.13	888	709	5.36698	34.1848
ENSMUST00000153320.7	604	425	0	0
ENSMUST00000173456.7	852	673	0	0
ENSMUST00000152562.7	227	48.4794	0.633021	58.9671
ENSMUST00000172727.1	852	673	0	0
ENSMUST00000025867.5	1650	1471	1	3.06999
ENSMUST00000238000.1	1047	868	1	5.20271
ENSMUST00000237838.1	366	187	1	24.1495
ENSMUST00000237863.1	201	27.2129	1	165.949
ENSMUST00000030993.7	1593	1414	1	3.19374
ENSMUST00000026975.10	2562	2383	2	3.79014
ENSMUST00000196441.1	1677	1498	0	0
ENSMUST00000037248.9	1806	1627	1.13936	3.16243
ENSMUST00000132808.1	378	199	0.860644	19.5308
ENSMUST00000198024.4	90	4.62459	0	0
ENSMUST00000199247.1	291	112	1	40.321
ENSMUST00000196162.4	675	496	1	9.10474
ENSMUST00000164886.1	678	499	1	9.05
ENSMUST00000199773.1	207	31.3862	1	143.883
ENSMUST00000239000.1	186	19.0638	1	236.886
ENSMUST00000112951.8	1443	1264	1.59597	5.70199
ENSMUST00000078478.7	1443	1264	1.59597	5.70199
ENSMUST00000120101.7	1443	1264	1.59597	5.70199
ENSMUST00000119141.7	1443	1264	1.59597	5.70199
ENSMUST00000126411.7	571	392	0	0
ENSMUST00000121077.7	541	362	0	0
ENSMUST00000154146.7	255	76.0064	1.06556	63.3107
ENSMUST00000124923.1	195	23.5677	0.550567	105.497
ENSMUST00000037913.8	450	271	1	16.664
ENSMUST00000181721.1	438	259	1	17.4361
ENSMUST00000172244.7	477	298	1	15.1542
ENSMUST00000081714.4	966	787	1	5.73818
ENSMUST00000079132.11	1422	1243	1.6018	5.81952
ENSMUST00000139086.1	646	467	0.398196	3.8506
ENSMUST00000018399.2	1215	1036	1	4.35902
ENSMUST00000208335.1	901	722	1	6.25478
ENSMUST00000208598.1	1272	1093	2	8.2634
ENSMUST00000208497.2	1452	1273	1	3.54749
ENSMUST00000207678.2	858	679	0	0
ENSMUST00000208931.1	407	228	1	19.8068
ENSMUST00000209022.2	1418	1239	1	3.64483
ENSMUST00000239080.1	744	565	1	7.99283
ENSMUST00000238826.1	726	547	1	8.25585
ENSMUST00000238812.1	891	712	1	6.34263
ENSMUST00000238879.1	1263	1084	1	4.166
ENSMUST00000207584.2	909	730	1	6.18623
ENSMUST00000239051.1	975	796	1	5.6733
ENSMUST00000239032.1	621	442	1	10.2171
ENSMUST00000238816.1	1458	1279	1	3.53084
ENSMUST00000239151.1	1302	1123	1	4.02133
ENSMUST00000208488.1	1992	1813	1	2.49087
ENSMUST00000238842.1	2088	1909	1	2.36561
ENSMUST00000239067.1	1812	1633	1	2.76543
ENSMUST00000208819.2	1380	1201	1	3.76016
ENSMUST00000073884.6	2103	1924	1	2.34717
ENSMUST00000207470.2	1938	1759	1.61331	4.14192
ENSMUST00000207417.2	1914	1735	1	2.60285
ENSMUST00000209107.3	2577	2398	1.38669	2.61143
ENSMUST00000238791.1	1815	1636	0	0
ENSMUST00000208617.2	1389	1210	1	3.73219
ENSMUST00000208205.2	1923	1744	1	2.58942
ENSMUST00000114086.7	906	727	1.27098	7.89502
ENSMUST00000055001.9	858	679	1.2958	8.61822
ENSMUST00000135075.1	334	155	0.433219	12.6219
ENSMUST00000025390.3	486	307	1	14.7099
ENSMUST00000141805.7	401	222	1.03302e-07	2.10138e-06
ENSMUST00000064110.13	1218	1039	2.40509	10.4536
ENSMUST00000205938.1	107	5.40428	0	0
ENSMUST00000152051.7	786	607	0.9753	7.25602
ENSMUST00000147257.1	251	72.0134	2.48559	155.871
ENSMUST00000139174.1	250	71.016	0	0
ENSMUST00000137873.7	531	352	1.13401	14.5487
ENSMUST00000176771.1	636	457	1	9.88173
ENSMUST00000044507.11	3012	2833	1	1.59405
ENSMUST00000148939.7	1647	1468	1	3.07626
ENSMUST00000110018.7	174	14.6185	0	0
ENSMUST00000154756.1	2698	2519	1	1.79275
ENSMUST00000110019.8	294	115	1	39.2691
ENSMUST00000183684.1	126	6.66748	0	0
ENSMUST00000171042.7	1485	1306	1.13962	3.94062
ENSMUST00000166378.7	83	4.36807	0	0
ENSMUST00000074919.10	1806	1627	0	0
ENSMUST00000171486.7	1488	1309	1.13925	3.93033
ENSMUST00000170932.7	8	2.64436	0	0
ENSMUST00000167020.7	1941	1762	2.90083	7.43473
ENSMUST00000092112.10	1632	1453	1.12374	3.49261
ENSMUST00000172018.7	1794	1615	1.51242	4.22911
ENSMUST00000168446.7	668	489	1.48632	13.7263
ENSMUST00000166062.7	1017	838	0	0
ENSMUST00000169010.7	339	160	0.697817	19.6957
ENSMUST00000165854.7	887	708	1	6.37846
ENSMUST00000170854.1	724	545	1	8.28615
ENSMUST00000167542.1	636	457	1	9.88173
ENSMUST00000112974.5	1950	1771	1	2.54994
ENSMUST00000035635.9	3417	3238	1	1.39467
ENSMUST00000109352.7	471	292	1	15.4656
ENSMUST00000138268.7	231	52.2911	1	86.3617
ENSMUST00000142892.7	231	52.2911	1	86.3617
ENSMUST00000125086.1	471	292	1	15.4656
ENSMUST00000072452.10	471	292	1	15.4656
ENSMUST00000223838.1	420	241	1	18.7384
ENSMUST00000224801.1	186	19.0638	1	236.886
ENSMUST00000021970.10	300	121	1	37.3219
ENSMUST00000064192.7	1044	865	2	10.4415
ENSMUST00000231510.1	756	577	0	0
ENSMUST00000164518.3	915	736	1	6.1358
ENSMUST00000097801.3	4146	3967	1	1.13838
ENSMUST00000028536.12	831	652	1	6.9263
ENSMUST00000093883.3	831	652	1	6.9263
ENSMUST00000228780.1	423	244	1	18.508
ENSMUST00000179120.1	423	244	1	18.508
ENSMUST00000092646.12	4131	3952	1.11702	1.27641
ENSMUST00000177232.7	177	15.5846	0	0
ENSMUST00000020159.14	4113	3934	1.11761	1.28294
ENSMUST00000176313.1	593	414	0.765371	8.34874
ENSMUST00000176502.1	704	525	1	8.60181
ENSMUST00000176285.1	3033	2854	1	1.58232
ENSMUST00000000275.9	1395	1216	0	0
ENSMUST00000239388.1	1443	1264	2	7.14549
ENSMUST00000022007.7	549	370	1	12.2053
ENSMUST00000222604.1	549	370	1	12.2053
ENSMUST00000120194.1	558	379	1	11.9154
ENSMUST00000239144.1	882	703	1	6.42383
ENSMUST00000062915.8	1161	982	1	4.59873
ENSMUST00000058856.8	1062	883	1	5.11433
ENSMUST00000018805.14	2943	2764	1	1.63385
ENSMUST00000063776.13	1191	1012	1	4.4624
ENSMUST00000148736.7	654	475	1	9.50726
ENSMUST00000142069.7	615	436	1	10.3577
ENSMUST00000134418.7	354	175	1.62085	41.8266
ENSMUST00000152653.7	246	67.0317	0.379154	25.5437
ENSMUST00000137878.1	300	121	1	37.3219
ENSMUST00000075812.10	4101	3922	1.07745	1.24062
ENSMUST00000114397.8	1890	1711	1.19728	3.16006
ENSMUST00000155880.7	675	496	0	0
ENSMUST00000114399.7	1944	1765	1.1901	3.045
ENSMUST00000139845.7	1944	1765	1.1901	3.045
ENSMUST00000137191.7	1944	1765	1.1901	3.045
ENSMUST00000058096.13	4098	3919	1.07752	1.24164
ENSMUST00000141416.4	1605	1426	1	3.16686
ENSMUST00000142080.1	504	325	1	13.8952
ENSMUST00000202525.3	819	640	1	7.05617
ENSMUST00000066854.13	4101	3922	1.07745	1.24062
ENSMUST00000106251.9	1557	1378	1	3.27718
ENSMUST00000077609.11	1554	1375	1	3.28433
ENSMUST00000121616.8	843	664	1	6.80113
ENSMUST00000174632.7	391	212	1	21.3016
ENSMUST00000141997.1	315	136	1	33.2055
ENSMUST00000079045.2	369	190	1	23.7682
ENSMUST00000032261.8	828	649	1	6.95832
ENSMUST00000112082.8	828	649	1	6.95832
ENSMUST00000056882.6	783	604	1	7.47674
ENSMUST00000034351.7	924	745	1.19775	7.26037
ENSMUST00000212163.1	302	123	0.802251	29.4547
ENSMUST00000212844.1	630	451	1	10.0132
ENSMUST00000051079.3	393	214	1	21.1026
ENSMUST00000050556.10	9099	8920	1	0.506272
ENSMUST00000202908.1	8958	8779	1	0.514404
ENSMUST00000057423.5	816	637	1.36111	9.64946
ENSMUST00000140762.1	348	169	0.638889	17.0721
ENSMUST00000146502.1	198	25.324	1	178.327
ENSMUST00000014421.14	7812	7633	1	0.591635
ENSMUST00000168058.6	7809	7630	1	0.591868
ENSMUST00000081914.12	7059	6880	1	0.656388
ENSMUST00000197021.1	7485	7306	1	0.618115
ENSMUST00000218526.1	4800	4621	1	0.977267
ENSMUST00000238474.1	2718	2539	2	3.55727
ENSMUST00000170704.1	2388	2209	0	0
ENSMUST00000019226.13	972	793	1.83007	10.4218
ENSMUST00000106007.9	972	793	1.83007	10.4218
ENSMUST00000106006.7	690	511	1.16085	10.259
ENSMUST00000201710.3	972	793	1.83007	10.4218
ENSMUST00000124266.7	312	133	1.60003	54.3282
ENSMUST00000153190.4	300	121	1	37.3219
ENSMUST00000174095.1	135	7.48819	0	0
ENSMUST00000138865.7	668	489	0	0
ENSMUST00000136354.7	618	439	0	0
ENSMUST00000184518.7	297	118	1.73215	66.2907
ENSMUST00000201127.4	589	410	1.08564	11.9578
ENSMUST00000201822.3	219	41.1625	2.15088	235.974
ENSMUST00000172654.7	190	20.9285	1.78024	384.14
ENSMUST00000202840.3	255	76.0064	0	0
ENSMUST00000133206.8	54	3.56892	0	0
ENSMUST00000133021.1	116	5.93769	0	0
ENSMUST00000150026.1	84	4.40283	0	0
ENSMUST00000205619.1	378	199	1.3073	29.6667
ENSMUST00000050833.13	618	439	1.11926	11.5137
ENSMUST00000106342.7	492	313	1	14.428
ENSMUST00000106343.2	735	556	1.09186	8.86832
ENSMUST00000206349.1	618	439	1.11926	11.5137
ENSMUST00000206090.1	246	67.0317	1	67.3704
ENSMUST00000206968.1	781	602	1.08425	8.13358
ENSMUST00000205958.1	111	5.62895	0	0
ENSMUST00000205349.1	394	215	1.27807	26.8451
ENSMUST00000129812.1	180	16.6423	0	0
ENSMUST00000226059.1	4329	4150	1	1.08818
ENSMUST00000077453.12	4293	4114	1	1.0977
ENSMUST00000044083.8	4293	4114	1	1.0977
ENSMUST00000224789.1	48	3.44246	0	0
ENSMUST00000069453.8	936	757	1	5.96559
ENSMUST00000112969.9	936	757	1	5.96559
ENSMUST00000196078.4	685	506	1	8.9248
ENSMUST00000112968.1	516	337	1	13.4004
ENSMUST00000199243.4	2607	2428	1	1.85995
ENSMUST00000197466.4	2595	2416	1	1.86918
ENSMUST00000198526.4	1404	1225	1	3.68649
ENSMUST00000196109.4	1554	1375	1	3.28433
ENSMUST00000199756.2	809	630	1	7.16817
ENSMUST00000199365.4	159	10.9088	0	0
ENSMUST00000199605.1	720	541	1	8.34741
ENSMUST00000223263.1	192	21.9418	1	205.814
ENSMUST00000197484.1	153	9.8295	0	0
ENSMUST00000040873.11	2628	2449	1	1.844
ENSMUST00000021685.7	2376	2197	1	2.05551
ENSMUST00000159584.2	5229	5050	1	0.894247
ENSMUST00000162166.2	162	11.5236	0	0
ENSMUST00000162757.3	210	33.6633	1	134.151
ENSMUST00000041331.3	1068	889	2	10.1596
ENSMUST00000235741.1	100	5.05223	0	0
ENSMUST00000164863.1	237	58.1281	1	77.6896
ENSMUST00000186264.1	2094	1915	1	2.3582
ENSMUST00000092956.3	16971	16792	1.04701	0.281578
ENSMUST00000237912.1	531	352	1	12.8294
ENSMUST00000092955.10	453	274	1	16.4816
ENSMUST00000236390.1	933	754	0.952987	5.70774
ENSMUST00000119825.7	2736	2557	1.51212	2.67058
ENSMUST00000117301.7	2736	2557	1.51212	2.67058
ENSMUST00000097333.9	2625	2446	2.80183	5.17291
ENSMUST00000155957.7	735	556	1.19058	9.67014
ENSMUST00000155628.7	1752	1573	0.423062	1.21457
ENSMUST00000148065.7	431	252	0.0474671	0.850631
ENSMUST00000134995.7	793	614	1.18772	8.73565
ENSMUST00000146472.7	693	514	0	0
ENSMUST00000145900.7	664	485	0	0
ENSMUST00000135078.1	268	89.0004	0.300846	15.2652
ENSMUST00000166980.8	2736	2557	1.51212	2.67058
ENSMUST00000003628.12	2736	2557	1.51212	2.67058
ENSMUST00000040912.8	3366	3187	1	1.41699
ENSMUST00000215006.1	718	539	1	8.37838
ENSMUST00000216793.1	369	190	1	23.7682
ENSMUST00000098603.7	5739	5560	1.50162	1.21964
ENSMUST00000196398.4	5763	5584	1.49838	1.21179
ENSMUST00000198974.1	473	294	1	15.3604
ENSMUST00000197118.4	137	7.69677	0	0
ENSMUST00000062387.7	1182	1003	1	4.50244
ENSMUST00000194204.1	1182	1003	1	4.50244
ENSMUST00000219238.1	3567	3388	1	1.33292
ENSMUST00000020106.8	765	586	1	7.7064
ENSMUST00000218532.1	2838	2659	1	1.69836
ENSMUST00000102561.10	813	634	1	7.12295
ENSMUST00000156968.1	213	36.0583	1	125.24
ENSMUST00000219375.1	1665	1486	1	3.039
ENSMUST00000035419.6	1665	1486	1	3.039
ENSMUST00000105631.8	4506	4327	1	1.04367
ENSMUST00000124517.8	600	421	1	10.7267
ENSMUST00000175982.7	3753	3574	1	1.26356
ENSMUST00000176194.7	3414	3235	1	1.39597
ENSMUST00000139976.8	3717	3538	1	1.27641
ENSMUST00000135665.8	4191	4012	1	1.12561
ENSMUST00000186598.6	1482	1303	1	3.46581
ENSMUST00000145662.8	1800	1621	1	2.7859
ENSMUST00000131173.2	335	156	1	28.9484
ENSMUST00000126098.1	173	14.3155	0	0
ENSMUST00000094769.12	654	475	1	9.50726
ENSMUST00000051772.9	441	262	1	17.2364
ENSMUST00000004072.9	774	595	1	7.58983
ENSMUST00000229183.1	774	595	1	7.58983
ENSMUST00000015256.14	2031	1852	1	2.43842
ENSMUST00000188414.3	2031	1852	1	2.43842
ENSMUST00000034056.11	2718	2539	1.041	1.85156
ENSMUST00000167106.2	2718	2539	1.041	1.85156
ENSMUST00000210013.1	921	742	1	6.08618
ENSMUST00000209772.1	2718	2539	1.041	1.85156
ENSMUST00000211370.1	279	100	1.877	84.7643
ENSMUST00000210996.1	46	3.40257	0	0
ENSMUST00000209651.1	22	2.99525	0	0
